technique_id,name,phases,platforms,permissions
T1613,Container and Resource Discovery,discovery,Containers,User
T1218.002,Control Panel,defense-evasion,Windows,"User,Administrator,SYSTEM"
T1136,Create Account,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace",Administrator
T1578.002,Create Cloud Instance,defense-evasion,IaaS,User
T1134.002,Create Process with Token,"defense-evasion,privilege-escalation",Windows,None
T1578.001,Create Snapshot,defense-evasion,IaaS,User
T1543,Create or Modify System Process,"persistence,privilege-escalation","Windows,macOS,Linux",None
T1056.004,Credential API Hooking,"collection,credential-access",Windows,"Administrator,SYSTEM"
T1110.004,Credential Stuffing,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User
T1589.001,Credentials,reconnaissance,PRE,None
T1552.001,Credentials In Files,credential-access,"Windows,IaaS,Linux,macOS,Containers","Administrator,SYSTEM,User"
T1555,Credentials from Password Stores,credential-access,"Linux,macOS,Windows",Administrator
T1555.003,Credentials from Web Browsers,credential-access,"Linux,macOS,Windows",User
T1552.002,Credentials in Registry,credential-access,Windows,"Administrator,User"
T1053.003,Cron,"execution,persistence,privilege-escalation","Linux,macOS",User
T1003.006,DCSync,credential-access,Windows,Administrator
T1574.001,DLL Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,None
T1574.002,DLL Side-Loading,"persistence,privilege-escalation,defense-evasion",Windows,None
T1071.004,DNS,command-and-control,"Linux,macOS,Windows",None
T1590.002,DNS,reconnaissance,PRE,None
T1568.003,DNS Calculation,command-and-control,"Linux,macOS,Windows",None
T1583.002,DNS Server,resource-development,PRE,None
T1584.002,DNS Server,resource-development,PRE,None
T1596.001,DNS/Passive DNS,reconnaissance,PRE,None
T1485,Data Destruction,impact,"Windows,IaaS,Linux,macOS","User,Administrator,root,SYSTEM"
T1132,Data Encoding,command-and-control,"Linux,macOS,Windows",User
T1486,Data Encrypted for Impact,impact,"Linux,macOS,Windows,IaaS","User,Administrator,root,SYSTEM"
T1565,Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM"
T1001,Data Obfuscation,command-and-control,"Linux,macOS,Windows",None
T1074,Data Staged,collection,"Windows,IaaS,Linux,macOS",None
T1030,Data Transfer Size Limits,exfiltration,"Linux,macOS,Windows",None
T1530,Data from Cloud Storage Object,collection,IaaS,User
T1602,Data from Configuration Repository,collection,Network,Administrator
T1213,Data from Information Repositories,collection,"Linux,Windows,macOS,SaaS,Office 365,Google Workspace",User
T1005,Data from Local System,collection,"Linux,macOS,Windows",None
T1039,Data from Network Shared Drive,collection,"Linux,macOS,Windows",None
T1025,Data from Removable Media,collection,"Linux,macOS,Windows",None
T1102.001,Dead Drop Resolver,command-and-control,"Linux,macOS,Windows",User
T1491,Defacement,impact,"Windows,IaaS,Linux,macOS",None
T1078.001,Default Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers","Administrator,User"
T1578.003,Delete Cloud Instance,defense-evasion,IaaS,User
T1140,Deobfuscate/Decode Files or Information,defense-evasion,"Windows,Linux,macOS",User
T1610,Deploy Container,"defense-evasion,execution",Containers,"User,root"
T1591.001,Determine Physical Locations,reconnaissance,PRE,None
T1587,Develop Capabilities,resource-development,PRE,None
T1587.003,Digital Certificates,resource-development,PRE,None
T1588.004,Digital Certificates,resource-development,PRE,None
T1596.003,Digital Certificates,reconnaissance,PRE,None
T1498.001,Direct Network Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",None
T1006,Direct Volume Access,defense-evasion,Windows,Administrator
T1562.008,Disable Cloud Logs,defense-evasion,IaaS,User
T1600.002,Disable Crypto Hardware,defense-evasion,Network,Administrator
T1562.002,Disable Windows Event Logging,defense-evasion,Windows,Administrator
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,IaaS,User
T1562.004,Disable or Modify System Firewall,defense-evasion,"Linux,macOS,Windows",None
T1562.001,Disable or Modify Tools,defense-evasion,"Windows,macOS,Linux,Containers,IaaS","User,Administrator"
T1561.001,Disk Content Wipe,impact,"Linux,macOS,Windows","SYSTEM,root,Administrator,User"
T1561.002,Disk Structure Wipe,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM"
T1561,Disk Wipe,impact,"Linux,macOS,Windows","User,root,SYSTEM,Administrator"
T1021.003,Distributed Component Object Model,lateral-movement,Windows,"Administrator,SYSTEM"
T1136.002,Domain Account,persistence,"Windows,macOS,Linux",Administrator
T1087.002,Domain Account,discovery,"Linux,macOS,Windows",User
T1078.002,Domain Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows","User,Administrator"
T1556.001,Domain Controller Authentication,"credential-access,defense-evasion,persistence",Windows,Administrator
T1090.004,Domain Fronting,command-and-control,"Linux,macOS,Windows",None
T1568.002,Domain Generation Algorithms,command-and-control,"Linux,macOS,Windows",User
T1069.002,Domain Groups,discovery,"Linux,macOS,Windows",User
T1484,Domain Policy Modification,"defense-evasion,privilege-escalation","Windows,Azure AD","Administrator,User"
T1590.001,Domain Properties,reconnaissance,PRE,None
T1482,Domain Trust Discovery,discovery,Windows,User
T1484.002,Domain Trust Modification,"defense-evasion,privilege-escalation","Windows,Azure AD",Administrator
T1583.001,Domains,resource-development,PRE,None
T1584.001,Domains,resource-development,PRE,None
T1601.002,Downgrade System Image,defense-evasion,Network,Administrator
T1189,Drive-by Compromise,initial-access,"Windows,Linux,macOS,SaaS",User
T1608.004,Drive-by Target,resource-development,PRE,None
T1574.004,Dylib Hijacking,"persistence,privilege-escalation,defense-evasion",macOS,None
T1559.002,Dynamic Data Exchange,execution,Windows,User
T1574.006,Dynamic Linker Hijacking,"persistence,privilege-escalation,defense-evasion","Linux,macOS",User
T1568,Dynamic Resolution,command-and-control,"Linux,macOS,Windows",User
T1055.001,Dynamic-link Library Injection,"defense-evasion,privilege-escalation",Windows,User
T1548.004,Elevated Execution with Prompt,"privilege-escalation,defense-evasion",macOS,"Administrator,User"
T1087.003,Email Account,discovery,"Windows,Office 365,Google Workspace",User
T1585.002,Email Accounts,resource-development,PRE,None
T1586.002,Email Accounts,resource-development,PRE,None
T1589.002,Email Addresses,reconnaissance,PRE,None
T1114,Email Collection,collection,"Windows,Office 365,Google Workspace",User
T1114.003,Email Forwarding Rule,collection,"Office 365,Windows,Google Workspace",User
T1546.014,Emond,"privilege-escalation,persistence",macOS,Administrator
T1589.003,Employee Names,reconnaissance,PRE,None
T1573,Encrypted Channel,command-and-control,"Linux,macOS,Windows",None
T1499,Endpoint Denial of Service,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",None
T1480.001,Environmental Keying,defense-evasion,"Linux,macOS,Windows",User
T1611,Escape to Host,privilege-escalation,"Windows,Linux,Containers","Administrator,User,root"
T1585,Establish Accounts,resource-development,PRE,None
T1546,Event Triggered Execution,"privilege-escalation,persistence","Linux,macOS,Windows",None
T1098.002,Exchange Email Delegate Permissions,persistence,"Windows,Office 365",Administrator
T1574.005,Executable Installer File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User"
T1480,Execution Guardrails,defense-evasion,"Linux,macOS,Windows",User
T1048,Exfiltration Over Alternative Protocol,exfiltration,"Linux,macOS,Windows",None
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",None
T1011.001,Exfiltration Over Bluetooth,exfiltration,"Linux,macOS,Windows",None
T1041,Exfiltration Over C2 Channel,exfiltration,"Linux,macOS,Windows",None
T1011,Exfiltration Over Other Network Medium,exfiltration,"Linux,macOS,Windows",None
T1052,Exfiltration Over Physical Medium,exfiltration,"Linux,macOS,Windows",None
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",None
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",None
T1567,Exfiltration Over Web Service,exfiltration,"Linux,macOS,Windows",None
T1052.001,Exfiltration over USB,exfiltration,"Linux,macOS,Windows",None
T1567.002,Exfiltration to Cloud Storage,exfiltration,"Linux,macOS,Windows",None
T1567.001,Exfiltration to Code Repository,exfiltration,"Linux,macOS,Windows",None
T1190,Exploit Public-Facing Application,initial-access,"Windows,IaaS,Network,Linux,macOS,Containers",None
T1203,Exploitation for Client Execution,execution,"Linux,Windows,macOS",None
T1212,Exploitation for Credential Access,credential-access,"Linux,Windows,macOS",User
T1211,Exploitation for Defense Evasion,defense-evasion,"Linux,Windows,macOS",User
T1068,Exploitation for Privilege Escalation,privilege-escalation,"Linux,macOS,Windows,Containers",User
T1210,Exploitation of Remote Services,lateral-movement,"Linux,Windows,macOS",User
T1587.004,Exploits,resource-development,PRE,None
T1588.005,Exploits,resource-development,PRE,None
T1491.002,External Defacement,impact,"Windows,IaaS,Linux,macOS",None
T1090.002,External Proxy,command-and-control,"Linux,macOS,Windows",None
T1133,External Remote Services,"persistence,initial-access","Windows,Linux,Containers",User
T1055.011,Extra Window Memory Injection,"defense-evasion,privilege-escalation",Windows,None
T1008,Fallback Channels,command-and-control,"Linux,Windows,macOS",None
T1568.001,Fast Flux DNS,command-and-control,"Linux,macOS,Windows",None
T1070.004,File Deletion,defense-evasion,"Linux,macOS,Windows",User
T1071.002,File Transfer Protocols,command-and-control,"Linux,macOS,Windows",None
T1083,File and Directory Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM"
T1222,File and Directory Permissions Modification,defense-evasion,"Linux,Windows,macOS","User,Administrator,SYSTEM,root"
T1592.003,Firmware,reconnaissance,PRE,None
T1495,Firmware Corruption,impact,"Linux,macOS,Windows","Administrator,root,SYSTEM"
T1187,Forced Authentication,credential-access,Windows,User
T1606,Forge Web Credentials,credential-access,"SaaS,Windows,macOS,Linux,Azure AD,Office 365,Google Workspace",None
T1056.002,GUI Input Capture,"collection,credential-access","macOS,Windows",User
T1553.001,Gatekeeper Bypass,defense-evasion,macOS,"User,Administrator"
T1592,Gather Victim Host Information,reconnaissance,PRE,None
T1589,Gather Victim Identity Information,reconnaissance,PRE,None
T1590,Gather Victim Network Information,reconnaissance,PRE,None
T1591,Gather Victim Org Information,reconnaissance,PRE,None
T1558.001,Golden Ticket,credential-access,Windows,User
T1484.001,Group Policy Modification,"defense-evasion,privilege-escalation",Windows,"Administrator,User"
T1552.006,Group Policy Preferences,credential-access,Windows,User
T1592.001,Hardware,reconnaissance,PRE,None
T1200,Hardware Additions,initial-access,"Windows,Linux,macOS",None
T1564.005,Hidden File System,defense-evasion,"Linux,macOS,Windows","User,Administrator"
T1564.001,Hidden Files and Directories,defense-evasion,"Windows,macOS,Linux",User
T1564.002,Hidden Users,defense-evasion,macOS,"root,Administrator"
T1564.003,Hidden Window,defense-evasion,"macOS,Windows",User
T1564,Hide Artifacts,defense-evasion,"Linux,macOS,Windows",None
T1574,Hijack Execution Flow,"persistence,privilege-escalation,defense-evasion","Linux,macOS,Windows",None
T1590.005,IP Addresses,reconnaissance,PRE,None
T1591.003,Identify Business Tempo,reconnaissance,PRE,None
T1591.004,Identify Roles,reconnaissance,PRE,None
T1546.012,Image File Execution Options Injection,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM"
T1562.003,Impair Command History Logging,defense-evasion,"Linux,macOS,Windows",User
T1562,Impair Defenses,defense-evasion,"Windows,Office 365,IaaS,Linux,macOS,Containers","Administrator,User"
T1525,Implant Internal Image,persistence,"IaaS,Containers",User
T1562.006,Indicator Blocking,defense-evasion,"Windows,macOS,Linux",None
T1027.005,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",None
T1070,Indicator Removal on Host,defense-evasion,"Linux,macOS,Windows,Containers",None
T1202,Indirect Command Execution,defense-evasion,Windows,User
T1105,Ingress Tool Transfer,command-and-control,"Linux,macOS,Windows",User
T1490,Inhibit System Recovery,impact,"Windows,macOS,Linux","Administrator,root,SYSTEM,User"
T1056,Input Capture,"collection,credential-access","Linux,macOS,Windows,Network","Administrator,SYSTEM,root,User"
T1608.003,Install Digital Certificate,resource-development,PRE,None
T1553.004,Install Root Certificate,defense-evasion,"Linux,macOS,Windows","Administrator,User"
T1218.004,InstallUtil,defense-evasion,Windows,User
T1559,Inter-Process Communication,execution,Windows,"Administrator,User,SYSTEM"
T1491.001,Internal Defacement,impact,"Linux,macOS,Windows",None
T1090.001,Internal Proxy,command-and-control,"Linux,macOS,Windows",None
T1534,Internal Spearphishing,lateral-movement,"Windows,macOS,Linux,Office 365,SaaS,Google Workspace",User
T1016.001,Internet Connection Discovery,discovery,"Windows,Linux,macOS",User
T1036.001,Invalid Code Signature,defense-evasion,"macOS,Windows",None
T1059.007,JavaScript,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM"
T1001.001,Junk Data,command-and-control,"Linux,macOS,Windows",None
T1558.003,Kerberoasting,credential-access,Windows,None
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",root
T1555.001,Keychain,credential-access,macOS,Administrator
T1056.001,Keylogging,"collection,credential-access","Windows,macOS,Linux,Network","Administrator,root,SYSTEM,User"
T1546.006,LC_LOAD_DYLIB Addition,"privilege-escalation,persistence",macOS,User
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"credential-access,collection",Windows,User
T1003.004,LSA Secrets,credential-access,Windows,SYSTEM
T1547.008,LSASS Driver,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1003.001,LSASS Memory,credential-access,Windows,"Administrator,SYSTEM"
T1570,Lateral Tool Transfer,lateral-movement,"Linux,macOS,Windows",User
T1543.001,Launch Agent,"persistence,privilege-escalation",macOS,"Administrator,User"
T1543.004,Launch Daemon,"persistence,privilege-escalation",macOS,Administrator
T1569.001,Launchctl,execution,macOS,"User,root"
T1053.004,Launchd,"execution,persistence,privilege-escalation",macOS,root
T1608.005,Link Target,resource-development,PRE,None
T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,"macOS,Linux","User,root"
T1136.001,Local Account,persistence,"Linux,macOS,Windows",Administrator
T1087.001,Local Account,discovery,"Linux,macOS,Windows",User
T1078.003,Local Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows,Containers","Administrator,User"
T1074.001,Local Data Staging,collection,"Linux,macOS,Windows",None
T1114.001,Local Email Collection,collection,Windows,User
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",User
T1037.002,Logon Script (Mac),"persistence,privilege-escalation",macOS,None
T1037.001,Logon Script (Windows),"persistence,privilege-escalation",Windows,None
T1127.001,MSBuild,defense-evasion,Windows,None
